id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
379;Unidad Funcional de Instrucción Judicial N° 9;Justicia;Unidades Fiscales;Baradero;-338.173.837;-5.951.441.832;O’ Roarque ;2388;;;;;;;;Vicente  Gomez (Ayudante de Fiscal);;;;;;;;;;;;;;;;;;;;;(3329) 486226;;;;;;;;;;;;;;;;;;
382;Secretaría de Violencia;Seguridad;Oficinas Gubernamentales;Baradero;-3.332.723;-60.216.737;Guardias Nacionales ;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(336) 4436914;;;;;;;;;;;;;;;;;;
383;Tribunales Colegiados de Instancia Única del Fuero de Familia;Justicia;Tribunales;Baradero;-33.338.783;-60.212.048;Savio;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3461) 424831;(3461) 422932;;;;;;;;;;;;;;;;;
384;Tribunal de Menores;Justicia;Tribunales;Baradero;-33.331.543;-60.217.058;25 de mayo ;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3461) 422932;;;;;;;;;;;;;;;;;;
385;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Baradero;-3.381.066.212;-595.020.754;Boedo ;1231;;;;;;;;Alicia  Farías;;;;;;;;;;;;;;;;;;;;;(3329) 481375;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;13:00-17:00;;;
386;Hospital Subzonal General Dr. Lino Piñeiro;Salud;Hospitales;Baradero;-33.812.648;-59.495.667;Teófilo Rusell ;1170;;;;;;;;Mariano  Davio (Director médico);;;Marcelo  Daubián (Director Adm.);;;;;;;;;;;;;;;;;;(3329) 480321;(3329) 480004;;;;;;;;;;;;;;;;;
387;Hogar de Ancianos San José;Otros servicios;Tercera Edad;Baradero;-33.814.218;-59.497.377;Colombes ;1325;;;;;;;;Zully  Borbas (Directora Adm.);;;;;;;;;;;;;;;;;;;;;(3329) 480479;;;;;;;;;;;;;;;;;;
388;Centro de Atención Primaria de la Salud José P. Astigueta;Salud;Atención Primaria - CAPS;Baradero;-3.380.298.685;-5.949.585.379;Boedo;2942;;;;Costa de Río Baradero ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;Centro de Atención Primaria de la Salud Intendente Pedro;Salud;Atención Primaria - CAPS;Baradero;-3.381.207.848;-5.951.709.123;Ricardo Rojas ;197;;;;;;;;;;;;;;;;;;;;;;;Mail;apsbaradero@yahoo.com.ar;;;;;(3329) 486702;;;;;;;;;;;;;;;;;;
390;Centro de Atención Primaria de la Salud Casimiro Liaudat;Salud;Atención Primaria - CAPS;Baradero;-33.799.355;-59.512.307;Carrasco ;620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3329) 486706;;;;;;;;;;;;;;;;;;
391;Centro de Atención Primaria de la Salud Dr. Luis F. Leloir;Salud;Atención Primaria - CAPS;Baradero;-3.381.880.017;-5.951.393.552;Martín de Gainza ;3450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3329) 482451;;;;;;;;;;;;;;;;;;
392;Centro de Atención Primaria de la Salud Nuestra Señora de Pompeya;Salud;Atención Primaria - CAPS;Baradero;-33.803.159;-59.512.171;Mazza;350;;;;Don Mario ;;;;;;;;;;;;;;;;;;;;;;;;;(3329) 486697;;;;;;;;;;;;;;;;;;
393;Centro Integrador Comunitario;Desarrollo y Acción Social;Centro Integrador Comunitario;Baradero;-338.018.234;-595.161.785;Maipu ;1101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3329) 486706;;;;;;;;;;;;;;;;;;
394;Centro de Atención Primaria de la Salud Los Laureles;Salud;Atención Primaria - CAPS;Baradero;-3.374.987.741;-5.938.098.332;Paraje Los Laureles ;2942;;;;Paraná Guazú ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;Centro de Atención Primaria de la Salud Los Patos;Salud;Atención Primaria - CAPS;Baradero;-3.375.567.174;-5.944.783.509;Paraje Los Patos ;2942;;;;"Paraná de las Palma
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Centro de Atención Primaria de la Salud Carmelo Di Gregorio;Salud;Atención Primaria - CAPS;Baradero;-3.397.924.208;-5.967.051.023;Primera Colonia ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(3329) 496033;;;;;;;;;;;;;;;;;;
397;Centro de Atención Primaria de la Salud Santa Coloma;Salud;Atención Primaria - CAPS;Baradero;-3.405.992.459;-5.955.840.308;;;;;;;;;Delegación Municipal  2761 ;;;;;;;;;;;;;;;;;;;;;;(3329) 451035;;;;;;;;;;;;;;;;;;
398;Secretaría de Desarrollo Social;Desarrollo y Acción Social;Oficinas Gubernamentales;Benito Juárez;-37.674.827;-59.805.563;Avenida Otamendi 21 ;;;;;San Martín;Urquiza;;;Marta  Ricci;;;;;;;;;;;;;;;Mail;accionsocialbjuarez@yahoo.com.ar;;;;;(2292) 451400 int.: 143;(2292) 451400 int.: 143;;;;;;;;;;;;;;;;;
399;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Benito Juárez;-37.674.807;-59.805.574;Otamendi 21 ;;;;;;;;;Mariel  Rossi;;;;;;;;;;;;;;;Mail;flordile@hotmail.com;;;;;(2281) 545804;;;;;;;;;;;;;;;;;;
400;Servicio de Protección del Niño/a;Niñez y Adolescencia;Oficinas Gubernamentales;Benito Juárez;-37.330.137;-59.134.811;Maipú ;584;0;;;;;;;María  Marino;;;;;;;;;;;;;;;Mail;serviciozonal_tandil@hotmail.com;;;;;(2293) 423410;(2293) 545623;;;;;;;;;;;;;;;;;
401;Oficina de Violencia Familiar;Seguridad;Comisarías;Benito Juárez;-376.754.417;-598.037.989;Belgrano;37;;;;;;;;María Paula  Pereira (Oficial principal);;;;;;;;;;;;;;;;;;;;;(2292) 452222;(2292) 454268;;;;;;;;;;;;;;;;;
402;Oficina de Violencia Familiar;Seguridad;Comisarías;Benito Juárez;-376.789.894;-597.917.328;Costa Rica ;19;;;;;;;Villa Cacique Barker;Rubén Omar  López (Subcomisario);;;;;;;;;;;;;;;;;;;;;(2292) 498111;;;;;;;;;;;;;;;;;;
405;Juzgado de Paz;Justicia;Juzgados;Benito Juárez;-376.730.065;-5.980.438.632;Urquiza ;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2292) 452280;;;;;;;;;;;07:30-13:30;07:30-13:30;07:30-13:30;07:30-13:30;07:30-13:30;;;
406;Ayudantía Fiscal;Justicia;Unidades Fiscales;Benito Juárez;-376.694.814;-5.980.760.732;Almirante Brown ;227;;;;;;;;Alejandra Karina  Calarco (Ayudante fiscal);;;;;;;;;;;;;;;;;;;;;(2292) 451938;;;;;;;;;;;;;;;;;;
407;Patrocinio Jurídico Gratuito de Tres de Febrero;Justicia;Patrocinios Jurídicos Gratuitos;Tres de Febrero;-34.603.716;-58.564.365;Juan Bautista Alberdi;4840;1;;;;;;;Gabriela  Cifarelli;;;Daniela  Ducombs;;;;;;;;;;;;Mail;patrocinio.gratuito@gmail.com;;;;;(11) 47342400 int.: 246;;;;;;;;;;;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;;;
408;Psicólogos Distrito XV;Otros servicios;Psicólogos/as;San Isidro;-344.718.931;-585.115.981;Rivadavia;154;3;;;;;1642;;;;;;;;;;;;;;;;;Mail;cpsi@sion.com;Web;www.cpsi.org.ar;;;(11) 47322050;(11) 47473251;;;;;;;;;;10.00-17.30;10.00-17.30;10.00-17.30;10.00-17.30;10.00-17.30;09.00-12.00;;
409;Defensoría General;Justicia;Unidades de la Defensa;Bahía Blanca;-387.200.752;-6.226.237.382;Las Heras;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4516402;(291) 4516403;(291) 4516406;;;;;;;;;;;;;;;;
410;Juzgado de Paz;Justicia;Juzgados;Tres de Febrero;-34.598.779;-58.570.782;Bonifacini;5205;;;;;;;;Adriana  Fischer (Jueza de Paz);;;;;;;;;;;;;;;Mail;jp3febrero@jusbuenosaires.gov.ar;;;;;(11) 47503784;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
411;Asesoría de Incapaces N° 1  2  3;Justicia;Asesorías;Bahía Blanca;-387.188.892;-622.648.961;Alsina;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4527720;(291) 4527920;;;;;;;;;;;;;;;;;
412;Curaduría Oficial de Alienados;Justicia;Curadurías;Bahía Blanca;-387.162.866;-6.226.352.182;Soler;31/35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4524819;(291) 4526890;;;;;;;;;;;;;;;;;
413;Casa de Justicia;Justicia;Otros Justicia;Tres de Febrero;-346.059.662;-5.855.820.032;Avenida Justo José de Urquiza;4464;;;;;;;;Lucía Inés  Suarez;lisuarez@arnet.com.ar;;;;;;;;;;;;;;Mail;casadejusticiatresdefebrero@yahoo.com.ar;;;;;(11) 47349065;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
414;Departamento Judicial;Justicia;Departamentos Judiciales;Bahía Blanca;-387.176.655;-6.226.699.032;Estomba;34;;;;;;;Edificio Central;;;;;;;;;;;;;;;;;;;;;;(291) 4563600;(291) 4569415;(291) 4529570;(291) 4529886;;;;;;;;;;;;;;;
415;Curaduría Oficial;Justicia;Curadurías;Bahía Blanca;-3.871.628.085;-6.226.351.861;Soler;32;;;;;;;sede Bahía Blanca;Cecilia Amalia  Marchesini (Curador oficial);;;;;;;;;;;;;;;;;;;;;(291) 4524819;(291) 4526890;;;;;;;;;;;;;;;;;
416;Curaduría Zonal de Alienados;Justicia;Curadurías;Bahía Blanca;-387.179.098;-622.690.534;Vicente López;157;2;;b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;Hospital Interzonal General de Agudos Dr. José Penna;Salud;Hospitales;Bahía Blanca;-3.872.929.944;-62.228.457;Lainez;2401;;;;Necochea;;8000;;;;;;;;;;;;;;;;;Mail;computos@hospitalpenna.gov.ar;;;;;(291) 4593600;(291) 4593611;;;;;;;;;;;;;;;;;
418;Hospital Municipal de Agudos Dr. Leónidas Lucero;Salud;Hospitales;Bahía Blanca;-3.871.017.179;-6.227.701.561;Estomba;968;;;;;;;;;;;;;;;;;;;;;;;Mail;direccion@hmab.gov.ar;;;;;(291) 4598484;(291) 4561836;;;;;;;;;;;;;;;;;
419;Centro de Salud Dr. Leandro Piñeiro;Salud;Centros de Salud;Bahía Blanca;-3.871.814.247;-6.231.244.763;Santa Cruz;2224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556104;;;;;;;;;;;;;;;;;;
420;Unidad Sanitaria 12 de Octubre;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.396.837;-622.126.088;Humbolt;3758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4811397;;;;;;;;;;;;;;;;;;
421;Unidad Sanitaria Aldea Romana;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.868.319.318;-6.221.495.655;Los Adobes;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4862444;;;;;;;;;;;;;;;;;;
422;Unidad Sanitaria Anchorena;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.872.455.981;-6.223.766.812;3 de Febrero;1654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4815400;;;;;;;;;;;;;;;;;;
423;Unidad Sanitaria Avellaneda;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.869.058.343;-6.229.343.886;Nicaragua;2953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888350;;;;;;;;;;;;;;;;;;
424;Unidad Sanitaria Miramar;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.086.846;-622.372.357;Laudelino Cruz;1892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4552417;;;;;;;;;;;;;;;;;;
425;Unidad Sanitaria Napostá;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.870.849.605;-6.226.077.761;19 de Mayo;769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565562;;;;;;;;;;;;;;;;;;
426;Unidad Sanitaria Barrio Obrero;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.355.622;-622.443.918;Chiclana;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4821674;;;;;;;;;;;;;;;;;;
427;Unidad Sanitaria Rivadavia;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.873.833.516;-6.225.378.416;Estados Unidos;503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556927;;;;;;;;;;;;;;;;;;
428;Unidad Sanitaria Universitario;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.870.110.701;-6.227.425.248;Uruguay;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565581;;;;;;;;;;;;;;;;;;
429;Unidad Sanitaria Bella Vista;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.150.331;-622.491.985;Charcas;906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565569;;;;;;;;;;;;;;;;;;
430;Unidad Sanitaria Centenario;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.477.616;-622.569.302;Falcón;2098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556726;;;;;;;;;;;;;;;;;;
431;Unidad Sanitaria Colón;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.342.297;-622.840.491;O'Higgins;1641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4554524;;;;;;;;;;;;;;;;;;
432;Unidad Sanitaria Enrique Julio Bo. Enrique Julio;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.875.126.991;-6.226.842.509;Avenida Arias;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556898;;;;;;;;;;;;;;;;;;
433;Unidad Sanitaria Cnel. Ramón Estomba;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.869.878.419;-6.230.304.879;Viamonte;2853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888267;;;;;;;;;;;;;;;;;;
434;Unidad Sanitaria Grumbein;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.519.244;-62.180.051;La Rioja;5700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4810938;;;;;;;;;;;;;;;;;;
435;Unidad Sanitaria Pedro Pico;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.353.269;-622.632.354;Misiones;754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565559;;;;;;;;;;;;;;;;;;
436;Unidad Sanitaria Km.5;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.870.680.352;-6.228.888.207;Maldonado;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565567;;;;;;;;;;;;;;;;;;
437;Unidad Sanitaria La Falda;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.081.215;-622.529.367;Humboldt;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4554626;;;;;;;;;;;;;;;;;;
438;Unidad Sanitaria Loma Paraguaya;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.874.789.107;-6.228.597.274;Felix Frías;850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565592;;;;;;;;;;;;;;;;;;
439;Unidad Sanitaria Luján;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.082.432;-622.998.299;Enrique Julio;806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888351;;;;;;;;;;;;;;;;;;
440;Unidad Sanitaria M. Moreno;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.205.622;-622.933.169;Mendoza;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4552088;;;;;;;;;;;;;;;;;;
441;Unidad Sanitaria Noroeste;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.270.331;-622.897.047;Líbano;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556878;;;;;;;;;;;;;;;;;;
442;Unidad Sanitaria Nueva. Belgrano;Salud;Atención Primaria - CAPS;Bahía Blanca;-386.770.383;-622.952.532;Witcomb;3900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888268;;;;;;;;;;;;;;;;;;
443;Hospital Zonal General de Agudos Dr. Carlos A. Bocalandro;Salud;Hospitales;Tres de Febrero;-3.456.296.259;-5.860.200.721;Ruta 8;;;;;;;;Km 20500;Gabriela  Lescano (Jefa del Servicio Social);;1147399055;;;;;;;;;;;;;Mail;ssocialbocalandro@gmail.com;;;;;(11) 48410216;(11) 48410218;;;;;;;;;;08:00-15:00;08:00-15:00;08:00-15:00;08:00-15:00;08:00-15:00;;;
444;Hospital Ramón Carrillo;Salud;Hospitales;Tres de Febrero;-3.463.114.201;-5.854.982.572;Hipólito Yrigoyen;1050;;;;;;;;Verónica  Iribarne;veronicairibarne@yahoo.com.ar;1149240296;Marina  Calvo;;;;;;;;;;;;;;;;;;(11) 46531061;(11) 46531062;(11) 46531063;;;;;;;;;08:30-12:30;08:30-12:30;08:30-12:30;08:30-12:30;08:30-12:30;;;
445;Unidad Sanitaria N° 6;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.461.877.898;-585.538.691;Lavarden;4129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47505823;;;;;;;;;;;;;;;;;;
446;Centro Municipal de la Salud N° 10;Salud;Centros de Salud;Tres de Febrero;-3.460.308.614;-5.856.732.771;Juan Bautista Alberdi;5030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47164000;;;;;;;;;;;;;;;;;;
447;Unidad Sanitaria Móvil N° 1;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.460.309.979;-5.856.728.669;Juan Bautista Alberdi;;;;;Curapaligüe;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47503388;(11) 47507977;;;;;;;;;;;;;;;;;
448;Unidad Sanitaria N° 8;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.461.241.864;-5.857.687.515;Joaquín Spandonari;739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47500453;;;;;;;;;;;;;;;;;;
449;Unidad Sanitaria Pampa Central;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.257.917;-622.961.341;Jujuy;946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4556939;;;;;;;;;;;;;;;;;;
450;Unidad Sanitaria Patagonia;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.870.009;-6.221.460.002;Lauquén;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4862440;;;;;;;;;;;;;;;;;;
451;Unidad Sanitaria San Cayetano;Salud;Atención Primaria - CAPS;Bahía Blanca;-386.984.725;-6.228.198.223;Alberti;477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888366;;;;;;;;;;;;;;;;;;
452;Unidad Sanitaria San Martín;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.873.588.128;-6.227.656.641;Paunero;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4550054;;;;;;;;;;;;;;;;;;
453;Unidad Sanitaria Sanchez Elía;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.872.014;-62.235.518;Bermudez;1580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4815419;;;;;;;;;;;;;;;;;;
454;Unidad Sanitaria Tiro Federal;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.872.199.952;-6.225.065.866;Pellegrini;638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4554598;;;;;;;;;;;;;;;;;;
455;Unidad Sanitaria Villa Esperanza;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.471.067;-622.381.725;Berutti;2980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4813677;;;;;;;;;;;;;;;;;;
456;Unidad Sanitaria Floresta;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.868.555.523;-6.227.190.202;José Ingenieros;2235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4888365;;;;;;;;;;;;;;;;;;
457;Unidad Sanitaria Villa Gloria;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.874.979.551;-6.219.169.957;Rojas;4898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4817321;;;;;;;;;;;;;;;;;;
458;Unidad Sanitaria Villa Harding Green;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.871.452.615;-6.218.947.331;Salinas Chicas;4150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4862447;;;;;;;;;;;;;;;;;;
459;Unidad Sanitaria Móvil N° 2;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.460.308.614;-5.856.732.771;Juan Bautista Alberdi;5030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47503388;;;;;;;;;;;;;;;;;;
460;Unidad Sanitaria Villa Mitre;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.303.472;-622.464.679;Washington;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4817261;;;;;;;;;;;;;;;;;;
461;Unidad Sanitaria Villa Muñiz;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.874.618.569;-6.222.599.135;Pilcaniyen;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4811080;;;;;;;;;;;;;;;;;;
462;Unidad Sanitaria Villa Ressia;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.426.993;-622.719.143;Misiones;1570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4565591;;;;;;;;;;;;;;;;;;
463;Unidad Sanitaria Villa Serra;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.875.789.738;-6.224.662.189;Tarija;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4560139;;;;;;;;;;;;;;;;;;
464;Centro Materno Infantil N° 1;Salud;Atención Materna Infantil;Tres de Febrero;-3.462.474.017;-5.854.212.563;Juan José Paso;1449;;;;Pasteur;;;;;;;;;;;;;;;;;;;;;;;;;(11) 44884777;;;;;;;;;;;;;;;;;;
465;Departamento Judicial;Justicia;Departamentos Judiciales;Azul;-367.817.692;-5.986.559.762;Presidente Perón ;525;;;;;;;Edificio Central;;;;;;;;;;;;;;;;;;;;;;(2281) 425917;(2281) 422843;(2281) 425549;(2281) 423276;(2281) 425519;;;;;;;;;;;;;;
466;Unidad Sanitaria N° 1;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.463.784.635;-5.853.610.472;Gazeta de Buenos Aires;3550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 46578465;(11) 46570086;;;;;;;;;;;;;;;;;
467;Unidad Sanitaria N° 7;Salud;Atención Primaria - CAPS;Tres de Febrero;-34.597.725;-5.859.503.014;Matienzo;2630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47513251;(11) 47513247;;;;;;;;;;;;;;;;;
468;Centro Materno Infantil N° 2;Salud;Atención Materna Infantil;Tres de Febrero;-3.456.256.822;-5.861.372.338;Gabino Ezeiza;10050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47690932;;;;;;;;;;;;;;;;;;
469;Unidad Sanitaria N° 2;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.461.716.464;-5.854.139.244;Marcelo Torcuato de Alvear;598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47570662;;;;;;;;;;;;;;;;;;
470;Unidad Sanitaria N° 5;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.456.467.499;-5.861.447.083;Avenida Churruca;9910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47690565;;;;;;;;;;;;;;;;;;
471;Unidad Sanitaria N° 9;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.457.641.252;-5.860.365.019;Julio Moreno;1820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47390224;;;;;;;;;;;;;;;;;;
472;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Benito Juárez;-3.766.655.337;-5.980.965.363;Almafuerte ;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2281) 423106;;;;;;;;;;;08:30-18:00;08:30-14:30;08:30-18:00 hs;08:30-14:30;08:30-18:00 hs;;;
473;Unidad Sanitaria N° 3;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.460.222.542;-5.852.813.213;Avenida América;651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47575555;(11) 47570093;;;;;;;;;;;;;;;;;
474;Unidad Sanitaria N° 4;Salud;Atención Primaria - CAPS;Tres de Febrero;-3.458.669.599;-5.857.771.005;Carlos Guido Spano;1171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 48440790;(11) 48444407;;;;;;;;;;;;;;;;;
476;Posta Sanitaria Dr. Ramón Carrillo;Salud;Otros Salud;Tres de Febrero;-3.462.107.025;-5.857.201.336;Olavarría;4099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 46548547;;;;;;;;;;;;;;;;;;
477;Hospital Zonal General de Las Flores;Salud;Hospitales;Las Flores;-3.600.826.212;-591.118.642;Intendente Guaresti;;;;;;;7200;;;;;;;;;;;;;;;;;;;;;;;(2244) 452883;(2244) 452114;(2244) 452204;;;;;;;;;;;;;;;;24 horas
478;Ente descentralizado Hospital Dr. Alfredo Saintout;Salud;Otros Salud;Benito Juárez;-376.809.925;-5.980.463.934;Doctor Labriola ;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2292) 451370;(2292) 451373 int.: 221;;;;;;;;;;;;;;;;;
479;Unidad Sanitaria Villa Delfina;Salud;Atención Primaria - CAPS;Bahía Blanca;-3.874.947.731;-6.227.652.733;Juana Azurduy;1345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4552271;;;;;;;;;;;;;;;;;;
480;Unidad Sanitaria Villa Rosas;Salud;Atención Primaria - CAPS;Bahía Blanca;-38.755.863;-62.261.379;Libertad;1955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4552418;;;;;;;;;;;;;;;;;;
481;Hogar de Ancianos Cayetano Zibecchi;Otros servicios;Tercera Edad;Benito Juárez;-3.767.320.578;-598.127.421;Pumará ;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2292) 452069;;;;;;;;;;;;;;;;;;
482;Unidad Sanitaria Don Bosco;Salud;Atención Primaria - CAPS;Bahía Blanca;-387.284.855;-6.222.428.747;D'Orbigny;2568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;Unidad Sanitaria Latino;Salud;Atención Primaria - CAPS;Bahía Blanca;-386.903.245;-623.038.962;Lugones;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4889859;;;;;;;;;;;;;;;;;;
